代码,简称,时间,开盘价(元),最高价(元),收盘价(元),最低价(元),成交量(万股),成交金额(万元),换手率(%),PE市盈率(TTM)
000001.SH,上证指数,2010/7/16,"2,414.68","2,428.46","2,424.27","2,389.07","707,933.03","5,599,224.28",0.5436,15.7064
000001.SH,上证指数,2010/7/19,"2,399.58","2,484.19","2,475.42","2,392.27","888,389.62","7,947,529.68",0.6803,16.042
000001.SH,上证指数,2010/7/20,"2,477.75","2,530.33","2,528.73","2,477.46","1,185,983.74","11,164,175.09",0.9082,16.3654
000001.SH,上证指数,2010/7/21,"2,529.62","2,553.45","2,535.39","2,520.15","1,142,478.32","10,577,252.60",0.8731,16.402
000001.SH,上证指数,2010/7/22,"2,525.98","2,563.24","2,562.41","2,522.20","1,059,342.17","9,575,490.05",0.8096,16.5765
000001.SH,上证指数,2010/7/23,"2,566.85","2,579.52","2,572.03","2,549.24","1,143,731.49","10,116,859.35",0.8741,16.6436
000001.SH,上证指数,2010/7/26,"2,576.37","2,589.48","2,588.68","2,556.47","933,264.86","8,858,877.52",0.713,16.7411
000001.SH,上证指数,2010/7/27,"2,581.59","2,588.00","2,575.37","2,565.64","866,052.36","8,515,695.12",0.661,16.66
000001.SH,上证指数,2010/7/28,"2,574.32","2,636.00","2,633.66","2,564.16","1,289,795.38","12,194,719.27",0.9833,17.0271
000001.SH,上证指数,2010/7/29,"2,635.05","2,656.41","2,648.12","2,623.94","1,391,236.05","13,120,031.11",1.0524,16.7457
000001.SH,上证指数,2010/7/30,"2,642.85","2,643.04","2,637.50","2,614.73","947,737.88","9,412,093.98",0.7169,16.6819
000001.SH,上证指数,2010/8/2,"2,635.81","2,675.76","2,672.52","2,633.65","1,129,446.33","11,022,861.30",0.8543,16.8969
000001.SH,上证指数,2010/8/3,"2,678.79","2,681.79","2,627.00","2,626.72","1,279,710.94","13,039,749.98",0.9679,16.6093
000001.SH,上证指数,2010/8/4,"2,620.50","2,638.90","2,638.52","2,589.99","1,121,237.37","11,284,572.89",0.848,16.6704
000001.SH,上证指数,2010/8/5,"2,636.24","2,640.59","2,620.76","2,606.62","1,135,143.82","11,542,638.13",0.8584,16.5505
000001.SH,上证指数,2010/8/6,"2,618.71","2,659.41","2,658.39","2,598.91","1,209,272.86","12,336,452.84",0.9144,16.7776
000001.SH,上证指数,2010/8/9,"2,656.36","2,676.09","2,672.53","2,650.40","1,199,647.50","12,655,718.37",0.9066,16.8491
000001.SH,上证指数,2010/8/10,"2,672.79","2,675.31","2,595.27","2,594.34","1,270,100.21","12,956,770.12",0.9597,16.381
000001.SH,上证指数,2010/8/11,"2,587.62","2,618.45","2,607.50","2,586.02","869,414.61","8,875,183.20",0.6569,16.4469
000001.SH,上证指数,2010/8/12,"2,584.92","2,608.76","2,575.48","2,570.96","926,752.03","9,600,586.11",0.7002,16.2491
000001.SH,上证指数,2010/8/13,"2,576.69","2,607.03","2,606.70","2,564.84","888,204.50","9,134,249.83",0.6711,16.4329
000001.SH,上证指数,2010/8/16,"2,603.79","2,665.31","2,661.71","2,596.77","1,258,628.23","13,073,685.14",0.9507,16.7771
000001.SH,上证指数,2010/8/17,"2,663.18","2,677.57","2,671.89","2,654.01","1,226,382.94","12,859,772.00",0.9256,16.8389
000001.SH,上证指数,2010/8/18,"2,674.50","2,687.76","2,666.30","2,654.41","1,362,543.48","12,883,104.24",1.0279,16.7981
000001.SH,上证指数,2010/8/19,"2,669.43","2,701.93","2,687.98","2,659.30","1,284,416.13","13,323,365.72",0.969,16.9382
000001.SH,上证指数,2010/8/20,"2,677.02","2,683.29","2,642.31","2,636.91","1,161,721.84","11,981,733.76",0.8743,16.6742
000001.SH,上证指数,2010/8/23,"2,637.82","2,656.12","2,639.37","2,629.71","881,365.39","9,149,288.79",0.6632,16.6473
000001.SH,上证指数,2010/8/24,"2,636.53","2,667.17","2,650.31","2,614.56","1,072,436.39","10,631,834.28",0.8068,16.7059
000001.SH,上证指数,2010/8/25,"2,634.95","2,645.50","2,596.58","2,595.73","1,096,958.28","10,826,574.22",0.8252,16.3814
000001.SH,上证指数,2010/8/26,"2,604.88","2,616.96","2,603.48","2,590.61","803,138.57","8,180,545.48",0.6039,16.4231
000001.SH,上证指数,2010/8/27,"2,602.50","2,613.49","2,610.74","2,588.64","704,660.94","7,518,346.78",0.5299,16.4603
000001.SH,上证指数,2010/8/30,"2,622.27","2,656.36","2,652.66","2,620.19","1,104,795.25","12,086,240.01",0.8304,16.7129
000001.SH,上证指数,2010/8/31,"2,644.79","2,647.25","2,638.80","2,626.79","1,108,902.45","12,475,374.38",0.8333,16.6111
000001.SH,上证指数,2010/9/1,"2,641.05","2,662.88","2,622.88","2,604.49","1,271,649.40","13,849,397.06",0.9538,16.5207
000001.SH,上证指数,2010/9/2,"2,646.89","2,659.98","2,655.78","2,636.42","1,240,762.38","14,206,583.10",0.9307,16.7194
000001.SH,上证指数,2010/9/3,"2,658.13","2,660.54","2,655.39","2,631.85","1,294,565.26","14,597,523.86",0.971,16.715
000001.SH,上证指数,2010/9/6,"2,667.20","2,698.60","2,696.25","2,664.24","1,442,090.66","16,024,381.60",1.0811,16.9696
000001.SH,上证指数,2010/9/7,"2,698.22","2,704.93","2,698.36","2,679.02","1,122,315.39","12,361,981.35",0.8414,16.9762
000001.SH,上证指数,2010/9/8,"2,687.71","2,695.85","2,695.29","2,674.32","1,135,194.09","13,096,145.89",0.851,16.945
000001.SH,上证指数,2010/9/9,"2,698.64","2,698.64","2,656.35","2,651.60","1,329,894.34","15,615,883.35",0.997,16.7077
000001.SH,上证指数,2010/9/10,"2,657.24","2,667.84","2,663.21","2,628.83","1,130,411.51","13,413,026.06",0.8475,16.7384
000001.SH,上证指数,2010/9/13,"2,665.66","2,696.67","2,688.32","2,660.61","1,179,189.14","14,079,634.84",0.884,16.8829
000001.SH,上证指数,2010/9/14,"2,694.07","2,703.78","2,688.52","2,678.97","1,207,124.10","14,103,335.87",0.9048,16.8783
000001.SH,上证指数,2010/9/15,"2,688.39","2,688.49","2,652.50","2,645.86","1,220,398.15","13,847,477.47",0.9147,16.6647
000001.SH,上证指数,2010/9/16,"2,646.92","2,653.27","2,602.47","2,583.34","1,189,982.00","12,850,304.73",0.8919,16.3524
000001.SH,上证指数,2010/9/17,"2,607.55","2,615.08","2,598.69","2,592.54","831,713.57","9,465,542.44",0.623,16.3306
000001.SH,上证指数,2010/9/20,"2,601.48","2,607.35","2,588.71","2,573.63","794,695.19","8,976,876.33",0.5943,16.2849
000001.SH,上证指数,2010/9/21,"2,593.76","2,601.10","2,591.55","2,580.18","581,014.06","6,635,271.89",0.4344,16.3182
000001.SH,上证指数,2010/9/27,"2,600.54","2,629.05","2,627.97","2,597.14","768,446.58","9,054,041.28",0.573,16.5302
000001.SH,上证指数,2010/9/28,"2,625.33","2,625.33","2,611.35","2,607.02","931,174.30","11,500,908.33",0.6944,16.429
000001.SH,上证指数,2010/9/29,"2,608.92","2,634.12","2,610.68","2,603.93","886,186.63","10,588,385.16",0.6602,16.4397
000001.SH,上证指数,2010/9/30,"2,599.72","2,656.00","2,655.66","2,597.60","895,803.61","10,708,151.57",0.6674,15.6603
000001.SH,上证指数,2010/10/8,"2,681.25","2,747.81","2,738.74","2,677.99","1,357,595.43","16,761,433.74",1.0108,16.1513
000001.SH,上证指数,2010/10/11,"2,755.03","2,823.60","2,806.94","2,755.03","2,075,352.65","25,346,981.63",1.5287,16.5666
000001.SH,上证指数,2010/10/12,"2,795.76","2,843.43","2,841.41","2,782.34","1,674,283.27","21,178,746.32",1.233,16.7747
000001.SH,上证指数,2010/10/13,"2,842.14","2,862.04","2,861.36","2,826.22","1,852,816.71","22,838,538.79",1.3644,16.9001
000001.SH,上证指数,2010/10/14,"2,881.55","2,919.41","2,879.64","2,864.52","2,294,617.09","26,468,245.86",1.6897,17.0454
000001.SH,上证指数,2010/10/15,"2,863.74","2,971.16","2,971.16","2,858.22","2,365,685.58","27,295,077.86",1.7348,17.638
000001.SH,上证指数,2010/10/18,"2,985.46","3,026.10","2,955.23","2,944.72","2,633,169.38","30,123,108.69",1.9307,17.5854
000001.SH,上证指数,2010/10/19,"2,949.63","3,002.37","3,001.85","2,931.91","1,706,678.28","19,962,828.19",1.2503,17.8731
000001.SH,上证指数,2010/10/20,"2,947.51","3,041.15","3,003.95","2,942.51","2,078,044.24","26,206,485.93",1.5224,17.8934
000001.SH,上证指数,2010/10/21,"3,009.23","3,018.24","2,983.53","2,958.55","1,614,361.41","20,507,303.37",1.1827,17.7499
000001.SH,上证指数,2010/10/22,"2,976.75","2,997.62","2,975.04","2,954.62","1,470,798.81","19,490,156.25",1.0775,17.6863
000001.SH,上证指数,2010/10/25,"2,979.71","3,051.54","3,051.42","2,959.30","1,921,142.43","25,171,140.95",1.4047,18.1309
000001.SH,上证指数,2010/10/26,"3,065.84","3,073.38","3,041.54","3,017.82","1,987,789.08","26,036,192.47",1.4534,18.0482
000001.SH,上证指数,2010/10/27,"3,031.65","3,056.40","2,997.05","2,988.87","1,762,682.80","23,010,530.23",1.2886,17.8071
000001.SH,上证指数,2010/10/28,"2,989.29","3,007.01","2,992.58","2,969.30","1,435,379.33","18,568,118.51",1.0493,17.7838
000001.SH,上证指数,2010/10/29,"2,993.30","2,996.77","2,978.84","2,955.48","1,471,097.54","19,456,038.59",1.0751,17.6733
000001.SH,上证指数,2010/11/1,"2,986.89","3,054.05","3,054.02","2,986.89","1,862,431.80","25,104,718.77",1.3608,18.1153
000001.SH,上证指数,2010/11/2,"3,061.63","3,089.57","3,045.43","3,029.32","2,249,472.83","30,650,948.07",1.642,18.0833
000001.SH,上证指数,2010/11/3,"3,044.02","3,069.07","3,030.99","3,017.10","1,898,480.32","24,396,788.46",1.3858,18.0265
000001.SH,上证指数,2010/11/4,"3,035.37","3,087.42","3,086.94","3,035.37","1,768,570.96","22,810,307.10",1.2909,18.3467
000001.SH,上证指数,2010/11/5,"3,129.87","3,142.59","3,129.50","3,105.92","2,119,558.03","27,317,838.71",1.5439,18.6051
000001.SH,上证指数,2010/11/8,"3,140.40","3,160.70","3,159.51","3,124.09","2,054,179.60","25,924,202.32",1.3387,18.7545
000001.SH,上证指数,2010/11/9,"3,159.02","3,159.02","3,135.00","3,110.34","1,924,557.46","24,808,937.73",1.2542,18.6105
000001.SH,上证指数,2010/11/10,"3,120.44","3,124.26","3,115.36","3,093.88","1,850,524.23","24,897,431.22",1.2059,18.4961
000001.SH,上证指数,2010/11/11,"3,108.51","3,186.72","3,147.74","3,102.77","2,102,747.43","28,698,444.89",1.37,18.6804
000001.SH,上证指数,2010/11/12,"3,121.92","3,150.15","2,985.44","2,975.16","2,330,849.58","29,840,591.36",1.5185,17.7751
000001.SH,上证指数,2010/11/15,"2,984.87","3,016.13","3,014.41","2,939.68","1,531,524.48","19,709,409.54",0.9977,17.89
000001.SH,上证指数,2010/11/16,"3,007.64","3,007.64","2,894.54","2,885.75","1,710,893.73","22,167,419.04",1.114,17.2128
000001.SH,上证指数,2010/11/17,"2,852.48","2,891.05","2,838.86","2,824.12","1,237,802.61","15,870,199.31",0.8051,16.9125
000001.SH,上证指数,2010/11/18,"2,855.61","2,873.70","2,865.45","2,827.18","1,022,261.82","12,777,055.24",0.6567,17.0665
000001.SH,上证指数,2010/11/19,"2,879.66","2,888.75","2,888.57","2,806.64","1,237,784.60","15,577,507.66",0.7949,17.179
000001.SH,上证指数,2010/11/22,"2,861.61","2,904.97","2,884.37","2,852.77","1,271,177.16","16,268,547.87",0.8163,17.1252
000001.SH,上证指数,2010/11/23,"2,872.17","2,872.17","2,828.28","2,791.58","1,163,119.56","14,507,950.56",0.7468,16.7964
000001.SH,上证指数,2010/11/24,"2,794.86","2,861.49","2,859.94","2,794.86","1,161,562.38","14,788,163.30",0.7458,16.9457
000001.SH,上证指数,2010/11/25,"2,875.86","2,901.68","2,898.26","2,856.96","1,316,084.53","16,718,548.91",0.845,17.179
000001.SH,上证指数,2010/11/26,"2,890.29","2,894.42","2,871.70","2,851.96","1,108,661.91","14,356,392.79",0.7119,17.055
000001.SH,上证指数,2010/11/29,"2,861.15","2,878.83","2,866.36","2,841.80","1,024,525.42","13,397,091.22",0.6565,17.0248
000001.SH,上证指数,2010/11/30,"2,863.41","2,881.16","2,820.18","2,758.92","1,393,248.63","17,308,502.17",0.8864,16.7548
000001.SH,上证指数,2010/12/1,"2,810.54","2,834.20","2,823.45","2,795.81","812,632.96","10,425,788.71",0.5167,16.7894
000001.SH,上证指数,2010/12/2,"2,860.46","2,870.81","2,843.61","2,841.47","1,041,957.55","13,221,637.18",0.6626,16.9396
000001.SH,上证指数,2010/12/3,"2,846.73","2,853.40","2,842.43","2,822.74","835,210.10","10,592,690.56",0.5311,16.9344
000001.SH,上证指数,2010/12/6,"2,850.38","2,871.41","2,857.18","2,831.70","897,730.55","11,083,235.73",0.5665,17.0315
000001.SH,上证指数,2010/12/7,"2,843.77","2,884.53","2,875.86","2,809.11","867,854.97","11,126,669.77",0.5475,17.1306
000001.SH,上证指数,2010/12/8,"2,868.73","2,880.56","2,848.55","2,843.94","867,073.79","11,022,718.09",0.5469,16.9595
000001.SH,上证指数,2010/12/9,"2,837.62","2,854.70","2,810.95","2,808.51","946,225.52","10,874,783.12",0.5968,16.7393
000001.SH,上证指数,2010/12/10,"2,798.74","2,850.42","2,841.04","2,792.52","804,961.08","9,820,306.32",0.5076,16.915
000001.SH,上证指数,2010/12/13,"2,850.33","2,923.77","2,922.95","2,847.66","1,288,784.68","15,994,959.43",0.8099,17.3805
000001.SH,上证指数,2010/12/14,"2,928.30","2,933.41","2,927.08","2,912.42","1,209,449.36","15,296,733.71",0.76,17.4183
000001.SH,上证指数,2010/12/15,"2,927.26","2,939.05","2,911.41","2,905.65","1,094,624.89","14,337,018.37",0.6874,17.3325
000001.SH,上证指数,2010/12/16,"2,908.87","2,921.28","2,898.14","2,891.86","876,063.13","10,977,005.18",0.5501,17.3066
000001.SH,上证指数,2010/12/17,"2,896.77","2,898.81","2,893.74","2,881.00","736,771.36","9,385,708.68",0.4626,17.2746
000001.SH,上证指数,2010/12/20,"2,901.47","2,911.56","2,852.92","2,804.56","1,137,554.95","14,660,540.20",0.713,17.0344
000001.SH,上证指数,2010/12/21,"2,857.59","2,908.17","2,904.12","2,846.63","1,068,256.23","13,646,536.75",0.6695,17.3436
000001.SH,上证指数,2010/12/22,"2,910.73","2,917.20","2,877.90","2,867.05","983,255.57","12,606,739.75",0.6161,17.1897
000001.SH,上证指数,2010/12/23,"2,874.20","2,893.71","2,855.22","2,849.84","890,024.88","10,937,294.06",0.5575,17.0748
000001.SH,上证指数,2010/12/24,"2,841.35","2,853.49","2,835.16","2,813.50","812,168.48","9,588,675.63",0.5086,16.9668
000001.SH,上证指数,2010/12/27,"2,842.81","2,876.81","2,781.40","2,774.54","978,072.78","12,339,014.83",0.6102,16.665
000001.SH,上证指数,2010/12/28,"2,768.03","2,775.15","2,732.99","2,730.41","843,326.32","9,699,063.26",0.5253,16.3935
000001.SH,上证指数,2010/12/29,"2,735.48","2,753.03","2,751.53","2,721.48","639,412.78","7,620,288.29",0.3962,16.5105
000001.SH,上证指数,2010/12/30,"2,751.97","2,768.13","2,759.58","2,724.54","731,720.46","8,605,670.34",0.4533,16.5674
000001.SH,上证指数,2010/12/31,"2,759.16","2,808.93","2,808.08","2,758.13","833,502.14","10,844,174.60",0.5166,15.3949
000001.SH,上证指数,2011/1/4,"2,825.33","2,855.40","2,852.65","2,810.11","1,100,727.91","14,565,981.93",0.6755,15.6346
000001.SH,上证指数,2011/1/5,"2,833.12","2,850.49","2,838.59","2,824.30","1,044,152.82","13,526,479.99",0.6408,15.5729
000001.SH,上证指数,2011/1/6,"2,838.44","2,853.88","2,824.20","2,816.95","847,056.16","11,325,158.99",0.5198,15.4762
000001.SH,上证指数,2011/1/7,"2,820.67","2,868.01","2,838.80","2,807.87","1,131,295.68","13,716,350.06",0.6942,15.5884
000001.SH,上证指数,2011/1/10,"2,832.62","2,847.36","2,791.81","2,786.86","907,808.72","11,079,677.14",0.557,15.3562
000001.SH,上证指数,2011/1/11,"2,783.48","2,810.76","2,804.05","2,770.34","805,537.80","9,448,483.40",0.4943,15.4365
000001.SH,上证指数,2011/1/12,"2,811.79","2,828.47","2,821.31","2,788.13","792,461.17","8,809,303.03",0.4858,15.5329
000001.SH,上证指数,2011/1/13,"2,830.53","2,837.53","2,827.71","2,810.87","748,862.65","8,793,091.63",0.4589,15.5816
000001.SH,上证指数,2011/1/14,"2,817.05","2,817.05","2,791.34","2,780.44","767,538.80","9,064,470.53",0.4703,15.3959
000001.SH,上证指数,2011/1/17,"2,772.45","2,780.94","2,706.66","2,698.78","925,191.13","10,484,916.91",0.5668,14.9303
000001.SH,上证指数,2011/1/18,"2,696.15","2,715.41","2,708.98","2,683.37","603,772.76","6,773,846.89",0.3698,14.9457
000001.SH,上证指数,2011/1/19,"2,707.82","2,759.60","2,758.10","2,700.81","784,931.69","8,994,362.46",0.4807,15.1974
000001.SH,上证指数,2011/1/20,"2,752.80","2,752.80","2,677.65","2,676.13","860,471.91","9,585,031.88",0.527,14.7663
000001.SH,上证指数,2011/1/21,"2,668.68","2,746.18","2,715.29","2,667.29","956,390.38","10,284,343.10",0.5855,14.9974
000001.SH,上证指数,2011/1/24,"2,716.52","2,736.11","2,695.72","2,690.65","879,208.07","9,619,109.97",0.5381,14.8936
000001.SH,上证指数,2011/1/25,"2,691.69","2,701.04","2,677.43","2,661.45","694,814.12","7,557,824.73",0.4253,14.7992
000001.SH,上证指数,2011/1/26,"2,677.17","2,710.74","2,708.81","2,676.77","607,508.99","6,729,541.60",0.3718,14.9606
000001.SH,上证指数,2011/1/27,"2,690.83","2,753.00","2,749.15","2,677.21","1,055,691.63","11,524,705.20",0.646,15.1977
000001.SH,上证指数,2011/1/28,"2,741.31","2,759.44","2,752.75","2,733.29","854,279.92","9,848,028.40",0.5227,15.2007
000001.SH,上证指数,2011/1/31,"2,751.53","2,790.92","2,790.69","2,748.54","915,028.14","10,684,148.89",0.5598,15.4201
000001.SH,上证指数,2011/2/1,"2,795.07","2,805.05","2,798.96","2,785.30","733,500.92","9,009,397.13",0.4466,15.4694
000001.SH,上证指数,2011/2/9,"2,778.70","2,804.21","2,774.07","2,764.87","872,577.88","10,483,924.80",0.5313,15.3346
000001.SH,上证指数,2011/2/10,"2,769.65","2,819.06","2,818.16","2,760.18","979,197.63","11,714,863.71",0.5961,15.5651
000001.SH,上证指数,2011/2/11,"2,815.12","2,835.41","2,827.33","2,807.61","1,077,581.71","12,772,453.87",0.6558,15.6131
000001.SH,上证指数,2011/2/14,"2,828.57","2,906.26","2,899.13","2,828.57","1,542,429.70","17,979,761.79",0.9385,16.005
000001.SH,上证指数,2011/2/15,"2,900.43","2,934.47","2,899.24","2,892.64","1,524,498.98","18,733,386.80",0.9275,16.0043
000001.SH,上证指数,2011/2/16,"2,893.68","2,924.19","2,923.90","2,882.55","1,278,056.97","16,006,764.79",0.7774,16.1217
000001.SH,上证指数,2011/2/17,"2,929.26","2,939.28","2,926.96","2,905.03","1,304,154.98","16,904,761.80",0.7933,16.1362
000001.SH,上证指数,2011/2/18,"2,924.23","2,924.23","2,899.79","2,890.26","1,137,754.63","14,202,676.66",0.6924,16.0299
000001.SH,上证指数,2011/2/21,"2,886.54","2,932.82","2,932.25","2,884.19","1,188,558.83","14,622,307.63",0.7229,16.1885
000001.SH,上证指数,2011/2/22,"2,941.32","2,944.41","2,855.52","2,851.62","1,530,046.22","19,178,155.19",0.9305,15.7838
000001.SH,上证指数,2011/2/23,"2,844.99","2,868.48","2,862.63","2,839.20","1,110,830.59","13,763,121.49",0.6756,15.8136
000001.SH,上证指数,2011/2/24,"2,861.39","2,881.54","2,878.60","2,854.56","1,097,725.88","13,732,170.81",0.6676,15.8918
000001.SH,上证指数,2011/2/25,"2,876.78","2,890.32","2,878.57","2,848.65","1,000,940.39","12,424,693.80",0.6087,15.8988
000001.SH,上证指数,2011/2/28,"2,880.17","2,906.17","2,905.05","2,861.82","1,187,057.63","14,833,706.29",0.7212,16.0216
000001.SH,上证指数,2011/3/1,"2,906.29","2,931.58","2,918.92","2,901.55","1,365,550.48","17,222,892.64",0.8296,16.099
000001.SH,上证指数,2011/3/2,"2,905.51","2,924.96","2,913.81","2,883.57","1,334,422.58","16,543,929.81",0.8107,16.0774
000001.SH,上证指数,2011/3/3,"2,918.73","2,937.56","2,902.98","2,900.76","1,504,888.84","17,769,688.76",0.9142,16.0457
000001.SH,上证指数,2011/3/4,"2,902.19","2,944.46","2,942.31","2,898.08","1,182,772.41","14,449,121.70",0.7185,16.2582
000001.SH,上证指数,2011/3/7,"2,952.72","3,000.43","2,996.21","2,952.72","1,601,058.84","20,791,076.33",0.9719,16.5524
000001.SH,上证指数,2011/3/8,"2,996.73","3,001.62","2,999.94","2,976.60","1,266,811.54","16,865,678.23",0.769,16.5777
000001.SH,上证指数,2011/3/9,"3,002.55","3,012.04","3,002.15","2,989.34","1,247,907.35","16,531,776.42",0.7575,16.5892
000001.SH,上证指数,2011/3/10,"2,995.77","2,995.77","2,957.14","2,954.37","1,237,998.89","16,646,613.37",0.748,16.3349
000001.SH,上证指数,2011/3/11,"2,942.42","2,966.98","2,933.80","2,927.68","1,159,944.80","15,265,265.76",0.7008,16.2006
000001.SH,上证指数,2011/3/14,"2,923.98","2,939.65","2,937.63","2,914.46","1,169,106.18","15,252,599.34",0.7059,16.2108
000001.SH,上证指数,2011/3/15,"2,927.98","2,927.98","2,896.26","2,850.95","1,549,519.51","18,764,601.68",0.9353,15.9988
000001.SH,上证指数,2011/3/16,"2,894.25","2,934.02","2,930.80","2,894.25","1,307,772.37","16,581,191.38",0.7894,16.1901
000001.SH,上证指数,2011/3/17,"2,906.96","2,935.63","2,897.30","2,885.65","1,377,978.27","17,058,581.16",0.8317,16.0212
000001.SH,上证指数,2011/3/18,"2,920.81","2,930.61","2,906.89","2,900.87","1,006,373.35","12,748,719.01",0.6074,16.0611
000001.SH,上证指数,2011/3/21,"2,913.91","2,927.07","2,909.14","2,895.15","967,602.75","12,240,513.16",0.584,16.086
000001.SH,上证指数,2011/3/22,"2,917.69","2,923.39","2,919.14","2,884.75","951,174.57","12,019,060.68",0.5741,16.1476
000001.SH,上证指数,2011/3/23,"2,919.02","2,950.42","2,948.48","2,911.63","1,126,034.75","13,831,853.11",0.6794,16.3101
000001.SH,上证指数,2011/3/24,"2,949.85","2,958.66","2,946.71","2,942.13","1,089,559.79","13,726,600.58",0.6574,16.3024
000001.SH,上证指数,2011/3/25,"2,948.54","2,985.08","2,977.81","2,946.70","1,363,963.67","17,113,687.04",0.8229,16.4776
000001.SH,上证指数,2011/3/28,"2,985.36","3,005.78","2,984.01","2,979.20","1,560,168.78","19,633,511.05",0.9404,16.5114
000001.SH,上证指数,2011/3/29,"2,979.87","2,994.17","2,958.08","2,953.54","1,685,432.46","19,960,075.45",1.0157,16.3838
000001.SH,上证指数,2011/3/30,"2,955.45","2,968.18","2,955.77","2,935.75","1,264,935.48","15,254,718.02",0.7623,16.3786
000001.SH,上证指数,2011/3/31,"2,954.65","2,961.63","2,928.11","2,914.38","1,089,356.11","13,440,818.29",0.6563,15.3409
000001.SH,上证指数,2011/4/1,"2,932.48","2,967.85","2,967.41","2,924.39","998,440.94","12,571,919.60",0.6013,15.5431
000001.SH,上证指数,2011/4/6,"2,964.21","3,005.24","3,001.36","2,963.90","1,416,506.13","17,648,779.27",0.853,15.7315
000001.SH,上证指数,2011/4/7,"3,003.20","3,012.29","3,007.91","2,990.31","1,247,345.91","15,294,171.56",0.751,15.761
000001.SH,上证指数,2011/4/8,"3,005.37","3,031.10","3,030.02","2,998.34","1,143,377.94","14,712,203.85",0.6883,15.8658
000001.SH,上证指数,2011/4/11,"3,037.91","3,059.57","3,022.75","3,019.89","1,471,895.76","18,275,128.41",0.8857,15.8483
000001.SH,上证指数,2011/4/12,"3,012.80","3,039.12","3,021.37","3,003.45","1,459,905.47","16,560,247.19",0.8784,15.8449
000001.SH,上证指数,2011/4/13,"3,006.83","3,050.40","3,050.40","2,994.47","1,282,026.55","14,737,853.57",0.7693,15.9999
000001.SH,上证指数,2011/4/14,"3,049.67","3,058.24","3,042.64","3,036.73","1,294,871.07","14,864,766.59",0.7768,15.97
000001.SH,上证指数,2011/4/15,"3,036.35","3,062.53","3,050.53","3,020.16","1,285,309.89","14,868,382.85",0.7711,16.0225
000001.SH,上证指数,2011/4/18,"3,040.53","3,067.46","3,057.33","3,037.19","1,374,887.39","16,081,220.86",0.8248,16.0657
000001.SH,上证指数,2011/4/19,"3,038.81","3,038.81","2,999.04","2,996.22","1,418,963.94","16,612,787.75",0.8468,15.7533
000001.SH,上证指数,2011/4/20,"3,005.98","3,019.12","3,007.04","2,992.67","1,197,416.57","14,379,757.91",0.7145,15.7916
000001.SH,上证指数,2011/4/21,"3,021.77","3,035.47","3,026.67","3,012.54","1,215,106.64","14,738,701.94",0.725,15.8896
000001.SH,上证指数,2011/4/22,"3,025.70","3,032.97","3,010.52","3,004.47","1,185,256.13","13,740,693.44",0.7069,15.7978
000001.SH,上证指数,2011/4/25,"3,003.03","3,003.61","2,964.95","2,964.64","1,173,166.22","14,050,436.61",0.6967,15.5695
000001.SH,上证指数,2011/4/26,"2,956.95","2,970.28","2,938.98","2,931.50","951,548.19","11,245,114.12",0.5645,15.443
000001.SH,上证指数,2011/4/27,"2,946.33","2,961.13","2,925.41","2,907.66","1,054,924.75","11,484,113.10",0.6255,15.3939
000001.SH,上证指数,2011/4/28,"2,937.95","2,953.19","2,887.04","2,884.84","1,052,308.75","11,579,013.15",0.6237,15.2399
000001.SH,上证指数,2011/4/29,"2,886.63","2,913.56","2,911.51","2,871.01","875,342.55","9,322,153.02",0.5188,15.3591
000001.SH,上证指数,2011/5/3,"2,911.51","2,933.46","2,932.19","2,890.23","964,027.22","10,270,897.66",0.5712,15.4569
000001.SH,上证指数,2011/5/4,"2,916.85","2,916.97","2,866.02","2,860.08","1,114,811.31","12,535,569.45",0.6606,15.1128
000001.SH,上证指数,2011/5/5,"2,854.77","2,880.13","2,872.40","2,849.91","910,844.27","9,881,223.64",0.5397,15.1559
000001.SH,上证指数,2011/5/6,"2,842.77","2,881.71","2,863.89","2,834.46","910,639.09","10,518,100.84",0.5395,15.0992
000001.SH,上证指数,2011/5/9,"2,868.24","2,885.18","2,872.46","2,861.42","815,761.55","9,400,637.65",0.4816,15.1318
000001.SH,上证指数,2011/5/10,"2,876.98","2,891.03","2,890.63","2,865.10","812,971.76","9,605,670.51",0.48,15.2277
000001.SH,上证指数,2011/5/11,"2,890.35","2,897.14","2,883.42","2,868.35","924,771.22","10,710,637.81",0.5458,15.1881
000001.SH,上证指数,2011/5/12,"2,864.98","2,876.45","2,844.08","2,843.10","1,002,409.61","11,420,449.33",0.5913,14.9824
000001.SH,上证指数,2011/5/13,"2,846.31","2,871.99","2,871.03","2,832.25","932,388.15","10,390,598.32",0.5497,15.1261
000001.SH,上证指数,2011/5/16,"2,864.38","2,877.09","2,849.07","2,846.31","846,482.51","9,578,624.57",0.4987,15.0032
000001.SH,上证指数,2011/5/17,"2,846.45","2,869.23","2,852.77","2,821.20","948,198.47","10,979,883.01",0.5578,15.0241
000001.SH,上证指数,2011/5/18,"2,846.73","2,877.43","2,872.77","2,843.68","768,269.70","9,032,833.00",0.4515,15.1325
000001.SH,上证指数,2011/5/19,"2,879.39","2,884.14","2,859.57","2,856.83","769,945.38","9,120,505.71",0.4524,15.0699
000001.SH,上证指数,2011/5/20,"2,858.31","2,866.76","2,858.46","2,850.45","707,437.86","8,400,322.08",0.4148,15.0715
